Year,st,State,Share of Total Wealth Earned by Richest 10%,Share of Total Wealth Earned by Richest 5%,Share of Total Wealth Earned by Richest 1%,Share of Total Wealth Earned by Richest 0.5%,Share of Total Wealth Earned by Richest 0.1%,Share of Total Wealth Earned by Richest 0.01%,Average Income,Total Income,Adjusted Gross Income,Consumer Price Index 2014
1933,2,Alaska,15.0634744,9.989689394,3.371182336,2.163740237,0.804905779,0.170602811,1623.833797,53892.81366,5087.738985,16.7687133
1934,2,Alaska,16.23086464,10.82015763,3.704740824,2.506051752,0.904909091,0.278721609,1824.897048,61356.74064,6899.659868,16.22508918
1935,2,Alaska,17.02508939,10.72846099,4.071876145,2.716574266,0.984700514,0.279156564,2046.110588,69737.14237,8936.23839,15.83031816
1936,2,Alaska,16.90522377,10.72978713,4.496992455,2.999836342,1.076116547,0.265629177,2332.449573,80538.70825,11519.40605,15.67773678
1937,2,Alaska,17.04159761,10.75876113,4.421439876,2.907421503,0.993369715,0.243720374,2428.323852,84927.88302,13540.34152,15.13083898
1938,2,Alaska,18.46435816,11.23060885,4.453501322,2.914346012,1.015232694,0.294587228,2221.284047,78825.26266,13402.20421,15.41767953
1939,2,Alaska,19.14631137,12.38642208,5.335974396,3.656275432,1.440887579,0.345744794,2325.025157,83749.02716,17357.593,15.64004991
1940,2,Alaska,20.0791293,13.51265155,5.868586235,3.967261112,1.471962939,0.322443431,2453.849097,89846.00286,31073.876,15.49109705
1941,2,Alaska,20.05540031,13.34429235,6.120868878,4.325177276,1.85431827,0.489365479,2961.987816,110077.6566,52910.395,14.75342576
1942,2,Alaska,20.37132305,13.73793784,6.317977503,4.453441693,1.933063334,0.666214868,3729.48743,140825.0316,100284.475,13.33250156
1943,2,Alaska,18.24706934,12.72296279,5.336250145,3.581966545,1.262695785,0.182256889,4537.862286,174585.5274,280951.8144,12.56034896
1944,2,Alaska,17.44713219,12.44939323,6.053914911,4.28941728,1.776476341,0.403653966,4530.572727,177245.1251,135449.2477,12.34584585
1945,2,Alaska,25.44215265,15.35162097,4.540534025,2.985663721,1.047462259,0.168243283,4647.735502,184664.6292,375991.2764,12.07098472
1946,2,Alaska,25.57887201,15.28227394,4.516462805,2.95641061,1.057823147,0.17574855,5221.440901,210521.9164,392077.1197,11.12181327
1947,2,Alaska,24.19515115,14.3832758,4.139541199,2.653948569,0.90161035,0.156829211,5607.383136,231398.545,438406.5468,9.725352409
1948,2,Alaska,23.88753555,11.84969268,4.42646097,2.862259624,0.994135789,0.15386619,6028.517151,254078.4394,521746.2634,9.02394003
1949,2,Alaska,23.63327799,11.17374418,4.027632161,2.593893278,0.91408603,0.139686422,5833.487063,251056.4042,528299.2957,9.112410031
1950,2,Alaska,23.43599986,11.43963093,4.22144607,2.725339226,0.971619248,0.123820535,6293.59932,277400.7112,582675.7129,9.02394003
1951,2,Alaska,14.31246953,9.327548186,3.374999782,2.167221372,0.769932449,0.121406174,8121.755185,377410.4598,717737.05,8.362803036
1952,2,Alaska,16.62863229,11.03445345,4.491309964,3.05834469,1.128467331,0.2394261,8331.317937,408141.2238,801823.7436,8.183975801
1953,2,Alaska,16.17554622,10.49399298,4.090440979,2.783600575,1.03275059,0.215698433,8271.660225,426863.7874,880145.6524,8.122672612
1954,2,Alaska,17.60768733,11.34255906,4.302544764,2.883386749,1.128571565,0.242730853,7591.553001,413027.1207,946055.153,8.082311505
1955,2,Alaska,18.42923011,9.955013238,3.445336749,2.268638962,0.899840744,0.181422297,7431.492545,426203.1101,244100,8.112544591
1956,2,Alaska,18.3105352,10.70215114,3.352509803,1.883159289,0.816460965,0.172340179,7681.987727,464354.2104,234171,7.992949339
1957,2,Alaska,22.38543538,13.79337577,4.066627739,2.919990135,0.897150238,0.165948922,7034.847948,448239.5629,290254,7.717984296
1958,2,Alaska,21.53413204,12.89829976,4.34976933,2.836329651,0.95106036,0.17235904,6844.452111,458965.9469,285361,7.513003189
1959,2,Alaska,22.12927872,13.16426701,4.144882515,2.630715159,1.236837324,0.297361574,7052.4572,497588.5575,303182,7.461367429
1960,2,Alaska,22.98802677,14.29655641,4.675629088,3.352473905,0.828161258,0.112549355,7869.212733,583541.7372,394161,7.335330817
1961,2,Alaska,23.17678755,14.43049182,5.347406458,3.642238893,1.34753653,0.326004686,7645.207439,586290.7778,407648,7.26173218
1962,2,Alaska,23.34412106,14.18176655,4.609159912,3.047006752,1.051113518,0.213855445,7666.015823,607208.3501,435721,7.189595767
1963,2,Alaska,22.75366372,13.7213652,4.607523193,3.036910326,1.075209521,0.253237098,8114.322116,663163.6115,501146,7.095614123
1964,2,Alaska,23.33202807,14.22674526,5.571922236,3.400004937,1.121497696,0.274894823,8958.688648,755055.5914,514430,7.004057812
1965,2,Alaska,23.87724634,14.74184115,5.936987897,3.622948677,1.202530465,0.318260276,9428.129526,818288.9996,623824,6.892882291
1966,2,Alaska,23.92834575,14.50789935,4.982222581,3.223229534,1.127175795,0.337085686,9813.203002,876210.7866,626738,6.701413339
1967,2,Alaska,23.55096707,14.42397377,5.186888517,3.306298343,1.045796779,0.271780466,10635.44897,976259.723,692171,6.500772221
1968,2,Alaska,23.32968302,14.40985926,5.129757427,3.470432282,1.283507607,0.34880485,11284.02153,1063839.891,733491,6.239246901
1969,2,Alaska,25.38684336,15.98365181,5.131932977,3.323272364,1.300219566,0.434245733,12335.96363,1194205.298,935682,5.916234119
1970,2,Alaska,23.56838871,14.48435387,4.976166665,3.255105466,1.214450142,0.423874587,13334.08755,1327889.496,1056303,5.596025571
1971,2,Alaska,25.09155291,15.76750084,5.236791277,3.480135584,1.246700032,0.278453508,14072.41093,1470192.324,1160599,5.361130671
1972,2,Alaska,24.16715623,14.94688511,5.203230921,3.457709053,1.240843081,0.297814753,14832.1864,1622581.336,1279458,5.194396942
1973,2,Alaska,25.29119882,15.6673957,5.523607871,3.676130028,1.360402477,0.349926119,15400.08652,1762157.06,1470833,4.890220544
1974,2,Alaska,29.00955666,19.88038625,8.825131719,6.295843257,2.92942851,1.043021666,18838.08026,2253889.067,1998066,4.404174283
1975,2,Alaska,22.41356754,13.71983204,4.750586842,3.08751471,1.172579749,0.306226054,25481.92618,3190427.633,2790812,4.035795393
1976,2,Alaska,21.47414042,13.05760852,4.322887112,2.833909233,1.084575363,0.297506582,29751.39708,3896924.206,3342103,3.815919019
1977,2,Alaska,22.69702382,13.87247771,4.777142029,3.102250733,1.165390592,0.288954785,28795.83577,3948375.752,3405838,3.582933864
1978,2,Alaska,23.96476648,14.8525957,4.896825982,3.139640441,1.138744433,0.252623556,27726.14004,3982167.406,3395800,3.330150187
1979,2,Alaska,24.9512193,15.40315043,5.295331689,3.475481101,1.388932385,0.419544962,28119.06217,4292238.958,3854858,3.039053142
1980,2,Alaska,25.13449069,14.16066401,5.191255457,3.38356694,1.323211313,0.365324873,30961.72514,4853970.759,4096935,2.735386935
1981,2,Alaska,26.05866025,14.97808662,5.640737347,3.780160794,1.593559341,0.462124791,32857.08,5435970.806,4987775,2.49761264
1982,2,Alaska,29.63978195,13.74653891,7.449713683,5.496328476,2.881518319,1.196415654,39210.91221,6310154.51,5382928,2.355472083
1983,2,Alaska,30.13855743,14.76728067,8.46188066,6.161830415,3.326621006,1.346789488,31453.19096,6393234.811,,2.259049249
1984,2,Alaska,26.33195203,14.982664,6.539835605,4.667858634,2.216352346,0.77625568,33885.36405,7005874.768,,2.170210234
1985,2,Alaska,22.78404032,15.59366282,4.841401427,3.351249103,1.082778108,0.018994284,36017.89665,7576727.863,,2.098175495
1986,2,Alaska,28.21181666,18.9641734,8.608134597,6.348130633,3.16264535,1.127280664,39294.29019,8414002.859,6496460,2.060863542
1987,2,Alaska,28.45997899,18.5119952,7.601101546,5.316758852,2.372448617,0.745311034,35624.40605,7616533.638,6926877,1.993507337
1988,2,Alaska,28.63866021,19.14867916,8.504871562,6.156170582,2.906518701,0.952983993,40151.45477,8064112.908,7327236,1.922940705
1989,2,Alaska,29.53707828,19.97453694,8.987748399,6.526780663,3.133968734,1.079645206,44016.13447,8636363.104,8370174,1.843412935
1990,2,Alaska,33.980023,23.20150827,11.34062612,8.884475298,5.01586834,2.186672392,39924.4334,9048371.903,9008782,1.755897371
1991,2,Alaska,31.31670964,20.34887557,8.415099976,5.947609829,2.680005933,0.850393443,40229.55438,9384691.987,9314895,1.695113016
1992,2,Alaska,32.33643529,21.22670452,8.938922299,6.365086544,2.916818836,0.945401805,40483.75985,9832806.291,9746947,1.653198666
1993,2,Alaska,32.29432718,21.17653129,8.638067388,6.039751203,2.671203318,0.83007452,40130.99365,10145204.23,10025224,1.613307097
1994,2,Alaska,32.69001378,21.457377,8.834180857,6.245855814,2.856251242,0.926970435,40628.23977,10434517.81,10411226,1.579589639
1995,2,Alaska,32.14667708,21.36768988,9.0041606,6.365077919,2.890236458,0.903812488,43893.19822,10818672.05,10737116,1.542447558
1996,2,Alaska,33.39916864,22.36837745,9.757765107,7.009549174,3.311711242,1.094191105,44694.99036,11142905.25,11152097,1.502453239
1997,2,Alaska,34.03018179,22.79650592,10.2297314,7.480616551,3.541060902,1.151873294,46463.62729,11896529.71,11869525,1.470675463
1998,2,Alaska,35.64320191,24.31339586,11.41182553,8.464430158,4.273351302,1.602228074,47563.05667,12353730.33,12585446,1.450428367
1999,2,Alaska,34.98668258,23.83611748,10.74956124,7.767318071,3.613100255,1.053504036,50151.43426,12899057.03,13047086,1.420791498
2000,2,Alaska,35.94843343,24.95783042,11.80581101,8.827159729,4.620314502,1.753872632,51582.37518,13623427.56,13964092,1.37472392
2001,2,Alaska,34.29576683,23.28740899,10.42112258,7.545129795,3.456531849,1.041780216,51320.95209,13930400.46,14164363,1.337183383
2002,2,Alaska,33.88175591,22.44429927,10.22989004,7.377553725,3.534869387,1.201041061,51799.40054,14221784.42,14315881,1.315926115
2003,2,Alaska,34.43253321,23.05419417,11.12598857,8.241271249,4.206910579,1.573172158,52737.1223,14901834.71,14832589,1.287181338
2004,2,Alaska,35.27229581,24.39136775,11.81898777,8.814951979,4.544006107,1.672550255,54717.41703,16205928.19,15659411,1.253308145
2005,2,Alaska,35.38812658,24.89733393,12.4548453,9.407851749,4.932048536,1.8193012,59309.60185,17791119.8,16725880,1.212653225
2006,2,Alaska,36.88703819,26.22473988,13.3992376,10.20319718,5.415131996,2.030890023,61841.97878,18935753.01,17947050,1.174156297
2007,2,Alaska,37.22546167,26.79946514,13.88220933,10.64882551,5.767822093,2.256288623,67102.84529,20666575.44,19988327,1.141765778
2008,2,Alaska,37.44879656,27.76265343,13.89849685,10.55522092,5.680667276,2.263489605,63648.75911,20243833.92,20827932,1.099548079
2009,2,Alaska,37.17385674,25.98292766,12.37144328,9.218379164,4.843631678,1.944550584,62160.92149,20097634.09,20209830,1.103473993
2010,2,Alaska,35.17673494,25.81113109,12.61362725,9.432692597,4.803408394,1.800509187,65095.79926,21770458.06,21507862,1.085666067
2011,2,Alaska,34.97687439,25.21838813,11.95212448,8.757029553,4.207621751,1.40917373,65805.57079,22598593.36,21706335,1.05244533
2012,2,Alaska,35.5181377,26.05842661,13.00418607,9.856184363,5.061365703,1.841863439,70113.52065,24529854,22800444,1.031107085
1917,3,Arizona,34.7458842,24.2209919,12.02963579,8.991360435,4.396286326,1.382162584,1140.288617,137000.6241,39635.508,16.9433874
1918,3,Arizona,35.73239399,24.43702766,11.88463571,8.638259664,4.185297751,1.396124185,1092.121634,135817.9165,41579.45,14.42629881
1919,3,Arizona,31.87435693,22.12731172,10.06186931,7.116682989,3.127380502,0.84649364,1417.645348,184892.8242,61434.347,12.56034896
1920,3,Arizona,31.27434964,20.52529143,8.486897379,5.813615395,2.471412253,0.507036484,1309.762949,180194.191,67280.486,10.84376794
1921,3,Arizona,38.26056094,23.52941271,8.60386055,5.545829658,2.125514692,0.492938688,904.2972436,128169.6479,48310.197,12.1385462
1922,3,Arizona,39.50272477,25.89462283,10.07722035,6.76743915,2.934064431,0.758166379,885.9242302,128637.6995,48459.738,12.96067881
1923,3,Arizona,36.76886524,24.1204149,9.284369393,6.363279401,2.795877172,0.782196174,1049.68973,156642.8029,59526.474,12.73240854
1924,3,Arizona,40.01645006,26.68576135,10.70494853,7.403474637,3.188079661,0.903013282,994.123483,152758.7134,58273.049,12.70754055
1925,3,Arizona,43.19938207,32.38364591,14.60276759,10.23044891,4.831235945,1.602623391,882.816799,139090.9439,41382.939,12.39287764
1926,3,Arizona,42.1338854,31.37392499,14.29970578,9.940398468,4.356063185,1.32232221,894.2421596,144226.1343,41716.578,12.2759637
1927,3,Arizona,42.08438951,31.58951561,15.01724972,10.63782565,5.006607517,1.851203023,954.9261719,157707.3715,45837.158,12.51203993
1928,3,Arizona,43.17305626,33.46984821,17.89671588,13.65128824,7.808646483,3.347536358,1130.96598,190944.0908,58368.659,12.68276952
1929,3,Arizona,39.1045825,29.6940269,14.66416832,10.7257731,5.507815181,2.240706809,1264.860187,217867.3301,59352.104,12.68276952
1930,3,Arizona,37.60913276,27.31468198,12.27673451,8.637493766,4.164083712,1.696255158,1026.629268,180444.8974,39559.454,13.01252152
1931,3,Arizona,38.0314832,26.31888017,11.72677033,7.916789054,3.374663221,0.994376314,787.4221438,141242.2215,28741.42,14.26811571
1932,3,Arizona,41.15456938,28.20641809,11.43231982,7.405665243,2.916034908,0.782109544,566.9286038,103642.0358,23351.306,15.90772802
1933,3,Arizona,38.19661218,26.38153195,10.98139426,7.157315036,2.834292765,0.859176021,541.0651847,100760.0802,20848.009,16.7687133
1934,3,Arizona,42.03614667,30.07364606,11.78715217,7.795764479,3.016906384,0.764277329,621.0827986,117873.1537,29801.846,16.22508918
1935,3,Arizona,41.54545712,29.1748104,12.1144285,8.19724681,3.417957849,0.89193331,720.1297007,139373.1493,38296.962,15.83031816
1936,3,Arizona,44.23379585,31.69403094,14.05482664,9.839688755,4.466642904,1.216665429,807.9104492,159360.5516,51443.586,15.67773678
1937,3,Arizona,43.66975009,30.1942152,13.04806717,9.10600425,3.919612038,1.01001473,886.9574522,178263.9557,62430.578,15.13083898
1938,3,Arizona,42.56989657,29.08337475,11.92990851,8.237985905,3.508221738,0.858532581,840.3953048,172406.5901,54398.107,15.41767953
1939,3,Arizona,43.13073494,29.24505865,12.1681608,8.354239559,3.583218338,0.777457861,872.9983899,182880.0492,67488.994,15.64004991
1940,3,Arizona,44.01516061,29.45171773,12.26635195,8.515635764,3.611038069,0.809490264,901.1064018,193027.69,99405.104,15.49109705
1941,3,Arizona,39.54196565,27.15379464,12.71147746,9.199676408,4.107274179,1.128160577,1101.443373,243593.0234,166362.676,14.75342576
1942,3,Arizona,32.46683479,22.93377677,11.83088685,8.914909594,4.618974732,1.941317465,1674.434192,382718.7074,281921.029,13.33250156
1943,3,Arizona,26.22006167,18.52211546,9.570142548,6.966768461,3.123940961,0.803065608,2267.717624,537181.3609,346981,12.56034896
1944,3,Arizona,30.99307398,21.43418823,10.4431254,7.667545784,3.490964145,1.059679159,2013.179048,493256.4375,384422,12.34584585
1945,3,Arizona,30.50634518,21.68046489,10.68924637,7.783690269,3.556948639,1.129522576,1991.359576,504028.7411,426052,12.07098472
1946,3,Arizona,34.31230808,24.11267665,11.88671761,8.418211752,3.718003134,1.113515534,2066.911298,539990.6289,490704,11.12181327
1947,3,Arizona,31.14694455,21.69219418,10.23000739,7.039394438,2.808096797,0.695298252,2268.775815,617082.9499,564075,9.725352409
1948,3,Arizona,34.13040815,24.09664756,11.35044066,8.010198617,3.342739367,0.866039276,2601.113185,734957.5702,660433,9.02394003
1949,3,Arizona,31.62446379,21.97992259,10.33972195,7.494070252,3.157673264,0.796045235,2548.540476,747953.226,642640,9.112410031
1950,3,Arizona,36.75490114,26.89560803,13.81666754,10.0968363,4.653257811,1.396501918,2745.815608,839486.7053,747769,9.02394003
1951,3,Arizona,32.82270172,23.4425556,11.49253379,8.202297466,3.446687301,0.863949168,3251.840304,1039822.174,853869,8.362803036
1952,3,Arizona,32.23116291,22.50060973,10.51453529,7.308831454,3.028431045,0.847848868,3509.671579,1173710.294,1028023,8.183975801
1953,3,Arizona,29.4818166,19.93571361,8.705370923,6.14977162,2.623558954,0.74714234,3542.581025,1238072.145,1065139,8.122672612
1954,3,Arizona,32.59119859,22.19773449,9.829627898,6.918856344,2.81067517,0.78453512,3516.884835,1285486.368,1133078,8.082311505
1955,3,Arizona,32.68621211,22.75593628,10.46630383,7.215675124,2.94208533,0.868178019,3712.190537,1418940.119,1263300,8.112544591
1956,3,Arizona,32.23717632,22.28581758,10.38356055,7.514101754,2.464402665,0.809071842,4006.797441,1601394.234,1456967,7.992949339
1957,3,Arizona,32.81447481,22.25026013,9.941036201,7.025653142,2.887988796,0.82253796,4134.955827,1728157.391,1598086,7.717984296
1958,3,Arizona,33.97706798,22.95506962,9.869079076,6.866014233,3.067377834,1.017577186,4152.380477,1811872.846,1712650,7.513003189
1959,3,Arizona,34.99159323,24.05335111,10.89959886,7.599427471,3.431767304,1.189483939,4472.562838,2037075.057,1904676,7.461367429
1960,3,Arizona,34.73501007,23.46884562,10.67398551,7.75917288,3.559126047,1.534940944,4629.367836,2198441.105,2114748,7.335330817
1961,3,Arizona,33.6175393,22.73126538,9.892917694,7.132931525,3.062368577,1.077983788,4905.863381,2424503.912,2295300,7.26173218
1962,3,Arizona,33.6541843,22.54293647,9.697650849,6.891966733,2.948151358,0.940809892,5008.205261,2572556.587,2471449,7.189595767
1963,3,Arizona,33.79275999,22.41793297,9.454308907,6.532254414,2.863761456,0.902877791,5096.337878,2718144.822,2641270,7.095614123
1964,3,Arizona,34.58926018,23.15290369,9.982721339,6.906391372,3.01656179,1.285858934,5311.775843,2940026.882,2779258,7.004057812
1965,3,Arizona,35.21661215,23.68003416,10.7290576,7.403977495,3.377380282,1.356416899,5415.522286,3106202.319,2890831,6.892882291
1966,3,Arizona,33.44308822,21.69877659,9.253218027,6.623767741,2.804907554,0.905500277,5706.240062,3388341.794,3201673,6.701413339
