Jurisdiction of Compiled,Type,Region,Year,StateYear,Prison Population,Incarceration Rate,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,State Politics,"Offending rate, 14-17","Offending rate, 14-24",Unemployment Rate,Poverty Rate,Abortion rate,State Governor,FIPS,Jurisdiction of state_short_new,Private Prison Share,Abortion Leagal,Red_Blue,State,Median_income,per_white_alone,per_black,Conservative,Moderate,Liberal,VeryReligious,Per_noHS,Per_poverty,REGION,DIVISION,POPESTIMATE2013
Rhode Island,Overall,1,2006,Rhode Island2006,3996,203,1067610,2460,27,289,740,1404,27914,5453,18852,3609,230.4,2.5,27.1,69.3,131.5,2614.6,510.8,1765.8,338,Democrat,,,0.049,0.105,,R,44,Rhode Island,No Private Prison,0,Blue,RI,55975,0.77,0.05,27.8,41.5,28.3,29.1,15.74,8.9,1,1,1051511
Rhode Island,Overall,1,2007,Rhode Island2007,4018,235,1057832,2424,19,258,760,1387,27576,5206,19175,3195,229.1,1.8,24.4,71.8,131.1,2606.8,492.1,1812.7,302,Democrat,,,0.052,0.095,19.9,R,44,Rhode Island,No Private Prison,0,Blue,RI,55975,0.77,0.05,27.8,41.5,28.3,29.1,15.74,8.9,1,1,1051511
Rhode Island,Overall,1,2008,Rhode Island2008,4045,239,1050788,2656,31,282,880,1463,29895,5766,20926,3203,252.8,3,26.8,83.7,139.2,2845,548.7,1991.5,304.8,Democrat,,,0.078,0.127,19.9,R,44,Rhode Island,No Private Prison,0,Blue,RI,55975,0.77,0.05,27.8,41.5,28.3,29.1,15.74,8.9,1,1,1051511
Rhode Island,Overall,1,2009,Rhode Island2009,3674,211,1053209,2678,32,296,785,1565,27558,5753,19403,2402,254.3,3,28.1,74.5,148.6,2616.6,546.2,1842.3,228.1,Democrat,,,0.11,0.13,,R,44,Rhode Island,No Private Prison,0,Blue,RI,55975,0.77,0.05,27.8,41.5,28.3,29.1,15.74,8.9,1,1,1051511
Rhode Island,Overall,1,2010,Rhode Island2010,3357,198,1052528,2709,29,298,782,1600,26959,6124,18432,2403,257.4,2.8,28.3,74.3,152,2561.4,581.8,1751.2,228.3,Democrat,,,0.112,0.14,,R,44,Rhode Island,No Private Prison,0,Blue,RI,55975,0.77,0.05,27.8,41.5,28.3,29.1,15.74,8.9,1,1,1051511
Rhode Island,Overall,1,2011,Rhode Island2011,3337,197,1050646,2586,20,319,744,1503,27976,6836,18765,2375,246.1,1.9,30.4,70.8,143.1,2662.7,650.6,1786,226.1,Democrat,,,0.111,0.134,,O,44,Rhode Island,No Private Prison,0,Blue,RI,55975,0.77,0.05,27.8,41.5,28.3,29.1,15.74,8.9,1,1,1051511
Rhode Island,Overall,1,2012,Rhode Island2012,3318,190,1050292,2651,34,288,713,1616,27017,5949,18440,2628,252.4,3.2,27.4,67.9,153.9,2572.3,566.4,1755.7,250.2,Democrat,,,0.104,0.136143164,,O,44,Rhode Island,No Private Prison,0,Blue,RI,55975,0.77,0.05,27.8,41.5,28.3,29.1,15.74,8.9,1,1,1051511
Rhode Island,Overall,1,2013,Rhode Island2013,3361,194,,,,,,,,,,,,,,,,,,,,,,,0.093,0.135,,O,44,Rhode Island,No Private Prison,0,Blue,RI,55975,0.77,0.05,27.8,41.5,28.3,29.1,15.74,8.9,1,1,1051511
South Carolina,Overall,3,1978,South Carolina1978,7536,234,2918000,18604,336,1032,2955,14281,124259,43729,72472,8058,637.6,11.5,35.4,101.3,489.4,4258.4,1498.6,2483.6,276.1,Democrat,6.7,15.6,0.057,,21.8,,45,South Carolina,Middle Private Prison,0,Red,SC,44587,0.64,0.28,43.7,36.2,17.1,51.9,16.42,12.71,3,5,4774839
South Carolina,Overall,3,1979,South Carolina1979,7643,230,2932000,19889,368,1006,3156,15359,128651,44160,75807,8684,678.3,12.6,34.3,107.6,523.8,4387.8,1506.1,2585.5,296.2,Democrat,7.3,18.9,0.05,,20.6,,45,South Carolina,Middle Private Prison,0,Red,SC,44587,0.64,0.28,43.7,36.2,17.1,51.9,16.42,12.71,3,5,4774839
South Carolina,Overall,3,1980,South Carolina1980,7862,237,3064557,20225,348,1148,3620,15109,146461,51177,85905,9379,660,11.4,37.5,118.1,493,4779.2,1670,2803.2,306,Democrat,6.6,15.4,0.067,0.168,20.1,,45,South Carolina,Middle Private Prison,0,Red,SC,44587,0.64,0.28,43.7,36.2,17.1,51.9,16.42,12.71,3,5,4774839
South Carolina,Overall,3,1981,South Carolina1981,8538,252,3166000,20275,330,1148,3805,14992,148127,50520,88887,8720,640.4,10.4,36.3,120.2,473.5,4678.7,1595.7,2807.5,275.4,Democrat,7.9,14.5,0.081,0.184,21.9,,45,South Carolina,Middle Private Prison,0,Red,SC,44587,0.64,0.28,43.7,36.2,17.1,51.9,16.42,12.71,3,5,4774839
South Carolina,Overall,3,1982,South Carolina1982,9137,269,3203000,23061,348,1242,3921,17550,148657,47752,92009,8896,720,10.9,38.8,122.4,547.9,4641.2,1490.9,2872.6,277.7,Democrat,5.5,15.8,0.111,0.212,22.5,,45,South Carolina,Middle Private Prison,0,Red,SC,44587,0.64,0.28,43.7,36.2,17.1,51.9,16.42,12.71,3,5,4774839
South Carolina,Overall,3,1983,South Carolina1983,9576,281,3264000,20133,321,1144,3425,15243,135590,42263,85501,7826,616.8,9.8,35,104.9,467,4154.1,1294.8,2619.5,239.8,Democrat,3.8,15,0.099,0.208,,,45,South Carolina,Middle Private Prison,0,Red,SC,44587,0.64,0.28,43.7,36.2,17.1,51.9,16.42,12.71,3,5,4774839
South Carolina,Overall,3,1984,South Carolina1984,9892,285,3300000,20607,305,1329,3408,15565,133270,40646,84753,7871,624.5,9.2,40.3,103.3,471.7,4038.5,1231.7,2568.3,238.5,Democrat,4.9,14.3,0.069,0.172,15.8,,45,South Carolina,Middle Private Prison,0,Red,SC,44587,0.64,0.28,43.7,36.2,17.1,51.9,16.42,12.71,3,5,4774839
South Carolina,Overall,3,1985,South Carolina1985,10510,300,3347000,21121,304,1385,3143,16289,140892,41955,90260,8677,631,9.1,41.4,93.9,486.7,4209.5,1253.5,2696.7,259.2,Democrat,8.9,21.9,0.069,0.152,15.5,,45,South Carolina,Middle Private Prison,0,Red,SC,44587,0.64,0.28,43.7,36.2,17.1,51.9,16.42,12.71,3,5,4774839
South Carolina,Overall,3,1986,South Carolina1986,11676,330,3378000,22789,291,1395,3361,17742,150752,45276,96132,9344,674.6,8.6,41.3,99.5,525.2,4462.8,1340.3,2845.8,276.6,Democrat,8.6,15.5,0.064,0.173,,,45,South Carolina,Middle Private Prison,0,Red,SC,44587,0.64,0.28,43.7,36.2,17.1,51.9,16.42,12.71,3,5,4774839
South Carolina,Overall,3,1987,South Carolina1987,12664,351,3425000,22773,318,1497,3463,17495,154021,46511,97892,9618,664.9,9.3,43.7,101.1,510.8,4497,1358,2858.2,280.8,Democrat,10.3,15.3,0.055,0.156,17.7,,45,South Carolina,Middle Private Prison,0,Red,SC,44587,0.64,0.28,43.7,36.2,17.1,51.9,16.42,12.71,3,5,4774839
South Carolina,Overall,3,1988,South Carolina1988,13888,378,3493000,25889,325,1493,4357,19714,163164,49467,103055,10642,741.2,9.3,42.7,124.7,564.4,4671.2,1416.2,2950.3,304.7,Democrat,9.9,19.7,0.047,0.155,19.4,,45,South Carolina,Middle Private Prison,0,Red,SC,44587,0.64,0.28,43.7,36.2,17.1,51.9,16.42,12.71,3,5,4774839
South Carolina,Overall,3,1989,South Carolina1989,15720,428,3512000,28576,320,1632,4574,22050,168772,48914,107845,12013,813.7,9.1,46.5,130.2,627.8,4805.6,1392.8,3070.8,342.1,Democrat,10.6,21.1,0.046,0.17,,,45,South Carolina,Middle Private Prison,0,Red,SC,44587,0.64,0.28,43.7,36.2,17.1,51.9,16.42,12.71,3,5,4774839
South Carolina,Overall,3,1990,South Carolina1990,17319,463,3486703,34050,390,1873,5313,26474,176729,48132,115144,13453,976.6,11.2,53.7,152.4,759.3,5068.7,1380.4,3302.4,385.8,Democrat,16.1,25.1,0.048,0.162,,,45,South Carolina,Middle Private Prison,0,Red,SC,44587,0.64,0.28,43.7,36.2,17.1,51.9,16.42,12.71,3,5,4774839
South Carolina,Overall,3,1991,South Carolina1991,18269,482,3560000,34621,402,2098,6092,26029,185359,51793,119784,13782,972.5,11.3,58.9,171.1,731.2,5206.7,1454.9,3364.7,387.1,Democrat,22.4,39.7,0.061,0.164,18.2,,45,South Carolina,Middle Private Prison,0,Red,SC,44587,0.64,0.28,43.7,36.2,17.1,51.9,16.42,12.71,3,5,4774839
South Carolina,Overall,3,1992,South Carolina1992,18643,486,3603000,34029,373,2072,6148,25436,178298,49669,116186,12443,944.5,10.4,57.5,170.6,706,4948.6,1378.5,3224.7,345.4,Democrat,24,38.8,0.067,0.19,16.8,R,45,South Carolina,Middle Private Prison,0,Red,SC,44587,0.64,0.28,43.7,36.2,17.1,51.9,16.42,12.71,3,5,4774839
South Carolina,Overall,3,1993,South Carolina1993,18704,489,3643000,37281,377,1905,6825,28174,177779,47695,117553,12531,1023.4,10.3,52.3,187.3,773.4,4880,1309.2,3226.8,344,Democrat,28.9,42.1,0.073,0.187,,R,45,South Carolina,Middle Private Prison,0,Red,SC,44587,0.64,0.28,43.7,36.2,17.1,51.9,16.42,12.71,3,5,4774839
South Carolina,Overall,3,1994,South Carolina1994,18999,490,3664000,37756,353,1991,6817,28595,182114,46678,122252,13184,1030.5,9.6,54.3,186.1,780.4,4970.4,1274,3336.6,359.8,Split,37.1,44.7,0.062,0.138,,R,45,South Carolina,Middle Private Prison,0,Red,SC,44587,0.64,0.28,43.7,36.2,17.1,51.9,16.42,12.71,3,5,4774839
South Carolina,Overall,3,1995,South Carolina1995,19611,507,3673000,36067,292,1737,6461,27577,186656,46083,126416,14157,981.9,7.9,47.3,175.9,750.8,5081.8,1254.6,3441.8,385.4,Split,21.9,30.2,0.052,0.199,,R,45,South Carolina,Middle Private Prison,0,Red,SC,44587,0.64,0.28,43.7,36.2,17.1,51.9,16.42,12.71,3,5,4774839
South Carolina,Overall,3,1996,South Carolina1996,20446,520,3699000,36875,332,1821,6361,28361,192986,47487,129650,15849,996.9,9,49.2,172,766.7,5217.2,1283.8,3505,428.5,Split,20.7,39.5,0.058,0.13,14.3,R,45,South Carolina,Middle Private Prison,0,Red,SC,44587,0.64,0.28,43.7,36.2,17.1,51.9,16.42,12.71,3,5,4774839
South Carolina,Overall,3,1997,South Carolina1997,21173,525,3760000,37235,314,1837,6624,28460,193402,46322,131325,15755,990.3,8.4,48.9,176.2,756.9,5143.7,1232,3492.7,419,Split,31.5,45.2,0.046,0.131,,R,45,South Carolina,Middle Private Prison,0,Red,SC,44587,0.64,0.28,43.7,36.2,17.1,51.9,16.42,12.71,3,5,4774839
South Carolina,Overall,3,1998,South Carolina1998,21764,534,3836000,34647,306,1753,5943,26645,186960,44600,126412,15948,903.2,8,45.7,154.9,694.6,4873.8,1162.7,3295.4,415.7,Split,17.4,34.6,0.038,0.137,,R,45,South Carolina,Middle Private Prison,0,Red,SC,44587,0.64,0.28,43.7,36.2,17.1,51.9,16.42,12.71,3,5,4774839
South Carolina,Overall,3,1999,South Carolina1999,22008,534,3885736,32920,258,1587,5760,25315,173987,39630,119912,14445,847.2,6.6,40.8,148.2,651.5,4477.6,1019.9,3086,371.7,Split,,,0.043,0.117,14.2,D,45,South Carolina,Middle Private Prison,0,Red,SC,44587,0.64,0.28,43.7,36.2,17.1,51.9,16.42,12.71,3,5,4774839
South Carolina,Overall,3,2000,South Carolina2000,21778,522,4012012,33225,291,1660,6220,25054,181290,40319,125385,15586,828.1,7.3,41.4,155,624.5,4518.7,969.3,3125.2,388.5,Split,,,0.038,0.111,13.6,D,45,South Carolina,Middle Private Prison,0,Red,SC,44587,0.64,0.28,43.7,36.2,17.1,51.9,16.42,12.71,3,5,4774839
South Carolina,Overall,3,2001,South Carolina2001,22576,532,4062125,33114,330,1769,5987,25028,186054,42611,126742,16701,815.2,8.1,43.5,147.4,616.1,4580.2,1049,3120.1,411.1,Split,,,0.052,0.151,,D,45,South Carolina,Middle Private Prison,0,Red,SC,44587,0.64,0.28,43.7,36.2,17.1,51.9,16.42,12.71,3,5,4774839
South Carolina,Overall,3,2002,South Carolina2002,23715,556,4103770,33761,298,1959,5774,25730,183808,43745,123196,16867,822.7,7.3,47.7,140.7,627,4479,1066,3002,411,Split,,,0.058,0.143,,D,45,South Carolina,Middle Private Prison,0,Red,SC,44587,0.64,0.28,43.7,36.2,17.1,51.9,16.42,12.71,3,5,4774839
South Carolina,Overall,3,2003,South Carolina2003,23719,553,4148744,33455,303,1952,5801,25399,187592,43993,127809,15790,806.4,7.3,47.1,139.8,612.2,4521.7,1060.4,3080.7,380.6,Split,,,0.069,0.127,,R,45,South Carolina,Middle Private Prison,0,Red,SC,44587,0.64,0.28,43.7,36.2,17.1,51.9,16.42,12.71,3,5,4774839
South Carolina,Overall,3,2004,South Carolina2004,23428,541,4197892,33160,286,1772,5468,25634,190456,43739,130991,15726,789.9,6.8,42.2,130.3,610.6,4536.9,1041.9,3120.4,374.6,Split,,,0.068,0.149,14.4,R,45,South Carolina,Middle Private Prison,0,Red,SC,44587,0.64,0.28,43.7,36.2,17.1,51.9,16.42,12.71,3,5,4774839
South Carolina,Overall,3,2005,South Carolina2005,23160,528,4246933,32590,314,1862,5657,24757,185606,42741,126489,16376,767,7.4,43.8,133.2,582.9,4370,1006.4,2978,386,Split,,,0.067,0.15,15,R,45,South Carolina,Middle Private Prison,0,Red,SC,44587,0.64,0.28,43.7,36.2,17.1,51.9,16.42,12.71,3,5,4774839
South Carolina,Overall,3,2006,South Carolina2006,23616,527,4321249,33322,362,1834,5902,25224,184712,42952,125075,16685,771.1,8.4,42.4,136.6,583.7,4274.5,994,2894.4,386.1,Split,,,0.064,0.112,,R,45,South Carolina,Middle Private Prison,0,Red,SC,44587,0.64,0.28,43.7,36.2,17.1,51.9,16.42,12.71,3,5,4774839
South Carolina,Overall,3,2007,South Carolina2007,24239,527,4407709,34630,364,1773,6354,26139,189304,45398,126802,17104,785.7,8.3,40.2,144.2,593,4294.8,1030,2876.8,388,Split,,,0.057,0.141,15.3,R,45,South Carolina,Middle Private Prison,0,Red,SC,44587,0.64,0.28,43.7,36.2,17.1,51.9,16.42,12.71,3,5,4774839
South Carolina,Overall,3,2008,South Carolina2008,24326,521,4479800,32746,307,1686,6595,24158,189950,45964,126316,17670,731,6.9,37.6,147.2,539.3,4240.1,1026,2819.7,394.4,Split,,,0.068,0.14,14.3,R,45,South Carolina,Middle Private Prison,0,Red,SC,44587,0.64,0.28,43.7,36.2,17.1,51.9,16.42,12.71,3,5,4774839
South Carolina,Overall,3,2009,South Carolina2009,24288,515,4561242,30799,305,1663,5753,23078,178310,45443,119250,13617,675.2,6.7,36.5,126.1,506,3909.2,996.3,2614.4,298.5,Split,,,0.112,0.137,,R,45,South Carolina,Middle Private Prison,0,Red,SC,44587,0.64,0.28,43.7,36.2,17.1,51.9,16.42,12.71,3,5,4774839
South Carolina,Overall,3,2010,South Carolina2010,23578,492,4637106,27923,265,1551,5017,21090,181098,46261,121544,13293,602.2,5.7,33.4,108.2,454.8,3905.4,997.6,2621.1,286.7,Split,,,0.112,0.169,,R,45,South Carolina,Middle Private Prison,0,Red,SC,44587,0.64,0.28,43.7,36.2,17.1,51.9,16.42,12.71,3,5,4774839
South Carolina,Overall,3,2011,South Carolina2011,22914,473,4673348,27894,320,1678,4631,21265,183243,47351,122255,13637,596.9,6.8,35.9,99.1,455,3921,1013.2,2616,291.8,Split,,,0.105,0.19,,R,45,South Carolina,Middle Private Prison,0,Red,SC,44587,0.64,0.28,43.7,36.2,17.1,51.9,16.42,12.71,3,5,4774839
South Carolina,Overall,3,2012,South Carolina2012,22388,458,4723723,26397,324,1679,4489,19905,180550,45086,122263,13201,558.8,6.9,35.5,95,421.4,3822.2,954.5,2588.3,279.5,Split,,,0.092,0.166961913,,R,45,South Carolina,Middle Private Prison,0,Red,SC,44587,0.64,0.28,43.7,36.2,17.1,51.9,16.42,12.71,3,5,4774839
South Carolina,Overall,3,2013,South Carolina2013,22060,447,,,,,,,,,,,,,,,,,,,,,,,0.076,0.159,,R,45,South Carolina,Middle Private Prison,0,Red,SC,44587,0.64,0.28,43.7,36.2,17.1,51.9,16.42,12.71,3,5,4774839
South Dakota,Overall,2,1978,South Dakota1978,532,73,690000,1128,13,75,110,930,17428,4138,12186,1104,163.5,1.9,10.9,15.9,134.8,2525.8,599.7,1766.1,160,Republican,,2.2,0.031,,14.3,,46,South Dakota,Middle Private Prison,0,Red,SD,48010,0.85,0.01,41.6,35.8,19.9,45.6,10.22,8.83,2,4,844877
South Dakota,Overall,2,1979,South Dakota1979,562,78,689000,1096,14,113,140,829,19297,4316,13782,1199,159.1,2,16.4,20.3,120.3,2800.7,626.4,2000.3,174,Republican,10.3,8.4,0.034,,12.9,,46,South Dakota,Middle Private Prison,0,Red,SD,48010,0.85,0.01,41.6,35.8,19.9,45.6,10.22,8.83,2,4,844877
South Dakota,Overall,2,1980,South Dakota1980,635,88,688217,873,5,86,138,644,21447,4766,15521,1160,126.8,0.7,12.5,20.1,93.6,3116.3,692.5,2255.2,168.6,Republican,3.9,2.1,0.048,0.188,12.6,,46,South Dakota,Middle Private Prison,0,Red,SD,48010,0.85,0.01,41.6,35.8,19.9,45.6,10.22,8.83,2,4,844877
South Dakota,Overall,2,1981,South Dakota1981,693,96,685000,718,12,79,122,505,19922,4348,14587,987,104.8,1.8,11.5,17.8,73.7,2908.3,634.7,2129.5,144.1,Republican,3,6.2,0.05,0.195,12.4,,46,South Dakota,Middle Private Prison,0,Red,SD,48010,0.85,0.01,41.6,35.8,19.9,45.6,10.22,8.83,2,4,844877
South Dakota,Overall,2,1982,South Dakota1982,791,109,691000,684,19,79,118,468,17592,3885,12889,818,99,2.7,11.4,17.1,67.7,2545.9,562.2,1865.3,118.4,Republican,2.9,6.9,0.055,0.168,11.8,,46,South Dakota,Middle Private Prison,0,Red,SD,48010,0.85,0.01,41.6,35.8,19.9,45.6,10.22,8.83,2,4,844877
South Dakota,Overall,2,1983,South Dakota1983,826,117,700000,840,15,119,111,595,16993,3820,12453,720,120,2.1,17,15.9,85,2427.6,545.7,1779,102.9,Republican,7.6,6.3,0.052,0.184,,,46,South Dakota,Middle Private Prison,0,Red,SD,48010,0.85,0.01,41.6,35.8,19.9,45.6,10.22,8.83,2,4,844877
South Dakota,Overall,2,1984,South Dakota1984,921,130,706000,1041,13,190,105,733,17403,3529,13102,772,147.5,1.8,26.9,14.9,103.8,2465,499.9,1855.8,109.3,Republican,,2.5,0.044,0.145,11.2,,46,South Dakota,Middle Private Prison,0,Red,SD,48010,0.85,0.01,41.6,35.8,19.9,45.6,10.22,8.83,2,4,844877
South Dakota,Overall,2,1985,South Dakota1985,1049,148,708000,967,13,168,121,665,17730,3867,13142,721,136.6,1.8,23.7,17.1,93.9,2504.2,546.2,1856.2,101.8,Republican,,5.9,0.048,0.173,10.5,,46,South Dakota,Middle Private Prison,0,Red,SD,48010,0.85,0.01,41.6,35.8,19.9,45.6,10.22,8.83,2,4,844877
South Dakota,Overall,2,1986,South Dakota1986,1081,151,708000,883,28,125,115,615,18346,3919,13728,699,124.7,4,17.7,16.2,86.9,2591.2,553.5,1939,98.7,Republican,,5.1,0.046,0.17,,,46,South Dakota,Middle Private Prison,0,Red,SD,48010,0.85,0.01,41.6,35.8,19.9,45.6,10.22,8.83,2,4,844877
South Dakota,Overall,2,1987,South Dakota1987,1133,163,709000,849,13,146,87,603,18138,3787,13673,678,119.7,1.8,20.6,12.3,85,2558.3,534.1,1928.5,95.6,Republican,3.5,4.9,0.042,0.152,9,,46,South Dakota,Middle Private Prison,0,Red,SD,48010,0.85,0.01,41.6,35.8,19.9,45.6,10.22,8.83,2,4,844877
South Dakota,Overall,2,1988,South Dakota1988,1020,146,715000,813,22,192,87,512,17641,3703,13255,683,113.7,3.1,26.9,12.2,71.6,2467.3,517.9,1853.8,95.5,Republican,,8,0.041,0.142,9,,46,South Dakota,Middle Private Prison,0,Red,SD,48010,0.85,0.01,41.6,35.8,19.9,45.6,10.22,8.83,2,4,844877
South Dakota,Overall,2,1989,South Dakota1989,1256,180,715000,969,9,229,84,647,18230,3394,14057,779,135.5,1.3,32,11.7,90.5,2549.7,474.7,1966,109,Republican,,4.6,0.04,0.132,,,46,South Dakota,Middle Private Prison,0,Red,SD,48010,0.85,0.01,41.6,35.8,19.9,45.6,10.22,8.83,2,4,844877
South Dakota,Overall,2,1990,South Dakota1990,1341,192,696004,1133,14,239,86,794,19116,3671,14678,767,162.8,2,34.3,12.4,114.1,2746.5,527.4,2108.9,110.2,Republican,3.4,2.5,0.038,0.133,,,46,South Dakota,Middle Private Prison,0,Red,SD,48010,0.85,0.01,41.6,35.8,19.9,45.6,10.22,8.83,2,4,844877
South Dakota,Overall,2,1991,South Dakota1991,1374,195,703000,1281,12,279,132,858,20366,4146,15412,808,182.2,1.7,39.7,18.8,122,2897,589.8,2192.3,114.9,Republican,2.6,6.9,0.035,0.14,9.3,,46,South Dakota,Middle Private Prison,0,Red,SD,48010,0.85,0.01,41.6,35.8,19.9,45.6,10.22,8.83,2,4,844877
South Dakota,Overall,2,1992,South Dakota1992,1487,209,711000,1383,4,368,120,891,19939,3849,15371,719,194.5,0.6,51.8,16.9,125.3,2804.4,541.4,2161.9,101.1,Split,2.3,1.8,0.033,0.151,8.8,R,46,South Dakota,Middle Private Prison,0,Red,SD,48010,0.85,0.01,41.6,35.8,19.9,45.6,10.22,8.83,2,4,844877
South Dakota,Overall,2,1993,South Dakota1993,1553,215,715000,1490,24,318,107,1041,19661,3927,14915,819,208.4,3.4,44.5,15,145.6,2749.8,549.2,2086,114.5,Split,3,12.6,0.034,0.142,,R,46,South Dakota,Middle Private Prison,0,Red,SD,48010,0.85,0.01,41.6,35.8,19.9,45.6,10.22,8.83,2,4,844877
South Dakota,Overall,2,1994,South Dakota1994,1708,234,721000,1641,10,303,135,1193,20726,3938,15916,872,227.6,1.4,42,18.7,165.5,2874.6,546.2,2207.5,120.9,Republican,,3.7,0.033,0.145,,R,46,South Dakota,Middle Private Prison,0,Red,SD,48010,0.85,0.01,41.6,35.8,19.9,45.6,10.22,8.83,2,4,844877
South Dakota,Overall,2,1995,South Dakota1995,1871,254,729000,1513,13,299,189,1012,20799,3942,15976,881,207.5,1.8,41,25.9,138.8,2853.1,540.7,2191.5,120.9,Republican,,6.1,0.03,0.145,,R,46,South Dakota,Middle Private Prison,0,Red,SD,48010,0.85,0.01,41.6,35.8,19.9,45.6,10.22,8.83,2,4,844877
South Dakota,Overall,2,1996,South Dakota1996,2063,278,732000,1297,9,300,138,850,20443,4077,15532,834,177.2,1.2,41,18.9,116.1,2792.8,557,2121.9,113.9,Republican,6.1,3.7,0.032,0.118,7.5,R,46,South Dakota,Middle Private Prison,0,Red,SD,48010,0.85,0.01,41.6,35.8,19.9,45.6,10.22,8.83,2,4,844877
South Dakota,Overall,2,1997,South Dakota1997,2242,301,738000,1457,10,357,172,918,22491,4088,17545,858,197.4,1.4,48.4,23.3,124.4,3047.6,553.9,2377.4,116.3,Republican,,1.6,0.029,0.165,,R,46,South Dakota,Middle Private Prison,0,Red,SD,48010,0.85,0.01,41.6,35.8,19.9,45.6,10.22,8.83,2,4,844877
South Dakota,Overall,2,1998,South Dakota1998,2422,324,738000,1139,10,258,149,722,18227,3458,14006,763,154.3,1.4,35,20.2,97.8,2469.8,468.6,1897.8,103.4,Republican,3.3,2.6,0.028,0.108,,R,46,South Dakota,Middle Private Prison,0,Red,SD,48010,0.85,0.01,41.6,35.8,19.9,45.6,10.22,8.83,2,4,844877
South Dakota,Overall,2,1999,South Dakota1999,2506,333,733133,1227,18,336,103,770,18159,3255,14043,861,167.4,2.5,45.8,14,105,2476.9,444,1915.5,117.4,Republican,,,0.027,0.077,6.7,R,46,South Dakota,Middle Private Prison,0,Red,SD,48010,0.85,0.01,41.6,35.8,19.9,45.6,10.22,8.83,2,4,844877
South Dakota,Overall,2,2000,South Dakota2000,2616,346,754844,1259,7,305,131,816,16252,2896,12558,798,166.8,0.9,40.4,17.4,108.1,2153,383.7,1663.7,105.7,Republican,,,0.025,0.107,6.4,R,46,South Dakota,Middle Private Prison,0,Red,SD,48010,0.85,0.01,41.6,35.8,19.9,45.6,10.22,8.83,2,4,844877
South Dakota,Overall,2,2001,South Dakota2001,2790,366,758324,1171,7,351,103,710,16473,3087,12571,815,154.4,0.9,46.3,13.6,93.6,2172.3,407.1,1657.7,107.5,Republican,,,0.031,0.084,,R,46,South Dakota,Middle Private Prison,0,Red,SD,48010,0.85,0.01,41.6,35.8,19.9,45.6,10.22,8.83,2,4,844877
South Dakota,Overall,2,2002,South Dakota2002,2918,382,760437,1350,11,361,117,861,15992,3034,12139,819,177.5,1.4,47.5,15.4,113.2,2103,399,1596.3,107.7,Republican,,,0.032,0.115,,R,46,South Dakota,Middle Private Prison,0,Red,SD,48010,0.85,0.01,41.6,35.8,19.9,45.6,10.22,8.83,2,4,844877
South Dakota,Overall,2,2003,South Dakota2003,3026,393,764905,1329,10,356,104,859,15324,2878,11572,874,173.7,1.3,46.5,13.6,112.3,2003.4,376.3,1512.9,114.3,Republican,,,0.035,0.127,,R,46,South Dakota,Middle Private Prison,0,Red,SD,48010,0.85,0.01,41.6,35.8,19.9,45.6,10.22,8.83,2,4,844877
South Dakota,Overall,2,2004,South Dakota2004,3095,399,770621,1319,17,336,112,854,14885,3148,10890,847,171.2,2.2,43.6,14.5,110.8,1931.6,408.5,1413.1,109.9,Republican,,,0.037,0.135,6.3,R,46,South Dakota,Middle Private Prison,0,Red,SD,48010,0.85,0.01,41.6,35.8,19.9,45.6,10.22,8.83,2,4,844877
South Dakota,Overall,2,2005,South Dakota2005,3463,443,774883,1387,18,377,145,847,13694,2505,10350,839,179,2.3,48.7,18.7,109.3,1767,323.3,1336,108,Republican,,,0.038,0.118,6.4,R,46,South Dakota,Middle Private Prison,0,Red,SD,48010,0.85,0.01,41.6,35.8,19.9,45.6,10.22,8.83,2,4,844877
South Dakota,Overall,2,2006,South Dakota2006,3359,425,781919,2071,30,465,158,1418,13812,3024,9954,834,264.9,3.8,59.5,20.2,181.3,1766.4,386.7,1273,106.7,Republican,,,0.031,0.107,,R,46,South Dakota,Middle Private Prison,0,Red,SD,48010,0.85,0.01,41.6,35.8,19.9,45.6,10.22,8.83,2,4,844877
South Dakota,Overall,2,2007,South Dakota2007,3311,415,796214,1926,31,433,118,1344,13829,2647,10398,784,241.9,3.9,54.4,14.8,168.8,1736.8,332.4,1305.9,98.5,Republican,,,0.028,0.094,6.3,R,46,South Dakota,Middle Private Prison,0,Red,SD,48010,0.85,0.01,41.6,35.8,19.9,45.6,10.22,8.83,2,4,844877
South Dakota,Overall,2,2008,South Dakota2008,3342,414,804194,2227,37,562,134,1494,13867,2683,10266,918,276.9,4.6,69.9,16.7,185.8,1724.3,333.6,1276.6,114.2,Republican,,,0.031,0.131,6.4,R,46,South Dakota,Middle Private Prison,0,Red,SD,48010,0.85,0.01,41.6,35.8,19.9,45.6,10.22,8.83,2,4,844877
South Dakota,Overall,2,2009,South Dakota2009,3434,422,812383,1777,30,501,117,1129,14378,2621,10891,866,218.7,3.7,61.7,14.4,139,1769.9,322.6,1340.6,106.6,Republican,,,0.049,0.141,,R,46,South Dakota,Middle Private Prison,0,Red,SD,48010,0.85,0.01,41.6,35.8,19.9,45.6,10.22,8.83,2,4,844877
